"Komisi","SKPD","Kegiatan","Perubahan.Baru","PembahasanDPRD.Tambah.P","PembahasanDPRD.Kurang.P","PembahasanDPRD.Baru.P"
"A","Kelurahan Paseban - JAKPUS","Pengurusan Saluran RW 03","NA","100000000","NA","100000000"
"A","Kelurahan Paseban - JAKPUS","Pengurusan Saluran RW 04","NA","150000000","NA","150000000"
"A","Kelurahan Paseban - JAKPUS","Pengurusan Saluran RW 05","NA","150000000","NA","150000000"
"A","Kelurahan Paseban - JAKPUS","Pengurusan Saluran RW 06","NA","100000000","NA","100000000"
"A","Kelurahan Paseban - JAKPUS","Pengurusan Saluran RW 07","NA","100000000","NA","100000000"
"A","Kelurahan Paseban - JAKPUS","Pengurusan Saluran RW 08","NA","150000000","NA","150000000"
"A","Kelurahan Pondok Kelapa","Pengadaan Digital Display Kelurahan Pondok Kelapa","NA","198700000","NA","198700000"
"A","Kelurahan Pondok Kelapa","Pengadaan Taman Bermain Anak","NA","98000000","NA","98000000"
"A","Kelurahan Sumur Batu - JAKPUS","Perbaikan Jalan Lingkungan di RW 01","NA","150000000","NA","150000000"
"A","Kelurahan Sumur Batu - JAKPUS","Perbaikan Jalan Lingkungan di RW 04","NA","150000000","NA","150000000"
"A","Kelurahan Sumur Batu - JAKPUS","Perbaikan Jalan Lingkungan di RW 05","NA","150000000","NA","150000000"
"A","Kelurahan Sumur Batu - JAKPUS","Perbaikan Jalan Lingkungan di RW 06","NA","150000000","NA","150000000"
"A","Kelurahan Sumur Batu - JAKPUS","Perbaikan Saluran Air di RW 01","NA","100000000","NA","100000000"
"A","Kelurahan Sumur Batu - JAKPUS","Perbaikan Saluran Air di RW 04","NA","100000000","NA","100000000"
"A","Kelurahan Sumur Batu - JAKPUS","Perbaikan Saluran Air di RW 05","NA","100000000","NA","100000000"
"A","Kelurahan Sumur Batu - JAKPUS","Perbaikan Saluran Air di RW 06","NA","100000000","NA","100000000"
"A","Kelurahan jatinegara kaum","Karakter building anggota PKK","NA","100000000","NA","100000000"
"A","Kelurahan jatinegara kaum","Karakter building kader jumantik","NA","100000000","NA","100000000"
"A","Kesbangpol Provinsi DKI","Outbond dalam rangka meningkatkan jiwa nasionalisme bagi siswa SMU/SMK","NA","250000000","NA","250000000"
"A","Kesbangpol Provinsi DKI","Pelatihan Generasi Muda Pelopor Wawasan Kebangsaan","NA","250000000","NA","250000000"
"A","Kesbangpol Provinsi DKI","Peningkatan pemahaman dan impelementasi UU No.17 Tahun 2013 bagi Pengurus Ormas dan LSM","NA","250000000","NA","250000000"
"A","Kesbangpol Provinsi DKI","Roadshow Pemda membangun toleransi antar umat beragama","NA","250000000","NA","250000000"
"A","SUDIN SATPOL BARAT","PENINGKATAN JIWA KORSA BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL BARAT","PENINGKATAN WAWASAN KEBANGSAAN BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL PUSAT","PENINGKATAN JIWA KORSA BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL PUSAT","PENINGKATAN WAWASAN KEBANGSAAN BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL SELATAN","PENINGKATAN JIWA KORSA BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL SELATAN","PENINGKATAN WAWASAN KEBANGSAAN BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL TIMUR","PENINGKATAN JIWA KORSA BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL TIMUR","PENINGKATAN WAWASAN KEBANGSAAN BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL UTARA","PENINGKATAN JIWA KORSA BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","SUDIN SATPOL UTARA","PENINGKATAN WAWASAN KEBANGSAAN BAGI ANGGOTA SATPOL PP","NA","300000000","NA","300000000"
"A","kelurahan Cipinang","Pengadaan Seragam Bagi RT /RW","NA","48500000","NA","48500000"
"A","kelurahan Jati","Capacity Building bagi karyawan Kelurahan Jati","NA","100000000","NA","100000000"
"A","kelurahan Jati","Pengadaan Digital Display ","NA","98000000","NA","98000000"
"A","kelurahan Jati","Pengadaan alat Pendingin (ac)","NA","50000000","NA","50000000"
"B","BIRO UMUM","Bimbingan Teknis Pengadaan Barang dan Jasa Sesuai Perpres 54 Tahun 2010 dan Perubahannya","NA","200000000","NA","200000000"
"B","BIRO UMUM","Bimbingan Teknis Penyusunan Rencana Kebutuhan Barang Unit (RKBU) dan Rencana Kebutuhan Pemeliharaan Barang Unit (RKPBU) di Lingkungan Sekretariat Daerah Pemerintah Provinsi DKI Jakarta","NA","200000000","NA","200000000"
"B","BIRO UMUM","Pelatihan ESQ untuk Karyawan Tata Usaha Biro","NA","100000000","NA","100000000"
"B","BIRO UMUM","Pemasangan Akses Door Ruangan ULP Lantai 20 Gedung Blok H","NA","25000000","NA","25000000"
"B","BIRO UMUM","Pemasangan Casing (Pelindung) Pipa Hydrant Pada Core Lift Gedung Blok G","0","100000000","NA","100000000"
"B","BIRO UMUM","Pembuatan Akses Service ME","NA","40000000","NA","40000000"
"B","BIRO UMUM","Pemeliharaan Instalasi CCTV Gedung Balaikota Januari 2014 s.d bulan Juni 2014 Gedung Blok D, E, F, dan G yang belum terbayarkan","NA","50000000","NA","50000000"
"B","BIRO UMUM","Pemeliharaan Instalasi Sound System Mobile Januari 2014 s.d bulan Juni 2014 yang belum terbayarkan","NA","50000000","NA","50000000"
"B","BIRO UMUM","Pemeliharaan Layanan Kebersihan (Cleaning Service) Blok B Kompleks Balaikota DKI Jakarta","NA","3900000","NA","3900000"
"B","BIRO UMUM","Pemiliharaan Sewage Treatment Plant (STP) Gedung Balaikota DKI Jakarta Januari 2014 s.d bulan Juni 2014 yang belum terbayarkan","NA","175000000","NA","175000000"
"B","BIRO UMUM","Pendayagunaan Pekerjaan Harian Lepas (PHL) Biro Umum Setdaprov","NA","130140000","NA","130140000"
"B","BIRO UMUM","Pengadaan AC Split portable dan window","50000000","NA","NA","50000000"
"B","BIRO UMUM","Pengadaan AC VRV lantai 19 dan 20 gedung blok G","100000000","NA","NA","100000000"
"B","BIRO UMUM","Pengadaan Alat Tulis Kantor","NA","198680000","NA","198680000"
"B","BIRO UMUM","Pengadaan Barang Cetakan","NA","15500000","NA","15500000"
"B","BIRO UMUM","Pengadaan CCTV Balai Agung","NA","200000000","NA","200000000"
"B","BIRO UMUM","Pengadaan Konsultan Perencaan Listrik TA 2015","NA","50000000","NA","50000000"
"B","BIRO UMUM","Pengadaan Konsultan Perencana Plumbing, STP, Hydrant TA 2015","NA","50000000","NA","50000000"
"B","BIRO UMUM","Pengadaan Konsultan Perencana Sound System dan CCTV TA 2015","NA","50000000","NA","50000000"
"B","BIRO UMUM","Pengadaan Konsultan perencana AC TA 2015","50000000","NA","NA","50000000"
"B","BIRO UMUM","Pengadaan Konsultan perencana Genset TA 2015","25000000","NA","NA","25000000"
"B","BIRO UMUM","Pengadaan Meja Kursi Kantor dan Meja Kursi Ruang Rapat di Tim Gubernur Untuk Percepatan Pembangunan (TGUPP)","NA","200000000","NA","200000000"
"B","BIRO UMUM","Pengadaan Meja Kursi kantor dan Meja Kursi Ruang Rapat di Tim Gubernur Untuk Percepatan Pembangunan (TGUPP)","200000000","NA","NA","200000000"
"B","BIRO UMUM","Pengadaan Portal Pintu di Komplek Balai Kota","NA","200000000","NA","200000000"
"B","BIRO UMUM","Pengadaan Smart Board","NA","200000000","NA","200000000"
"B","BIRO UMUM","Pengadaan Software Autocad dan Kelengkapan Penunjang Untuk Pekerjaan Rumah Tangga Biro Umum","NA","200000000","NA","200000000"
"B","BIRO UMUM","Pengadaan TV Informasi","NA","75000000","NA","75000000"
"B","BIRO UMUM","Pengadaan alat detector Bom Mobil","NA","200000000","NA","200000000"
"B","BIRO UMUM","Pengadaan dan Instalasi CCTV Ruang Ajudan dan Pagar Depan Blok H","NA","200000000","NA","200000000"
"B","BIRO UMUM","Pengadaan dan Instalasi CCTV ruang ajudan dan pagar depan blok H","200000000","NA","NA","200000000"
"B","BIRO UMUM","Pengadaan konsultan perecanaan cleaning service Balairung dan Balaiagung  Komplek Balaikota","50000000","NA","NA","50000000"
"B","BIRO UMUM","Pengadaan konsultan perecanaan cleaning service Gedung Blok D, E, dan F Komplek Balaikota","50000000","NA","NA","50000000"
"B","BIRO UMUM","Pengadaan konsultan perecanaan cleaning service Gedung Blok G Komplek Balaikota","50000000","NA","NA","50000000"
"B","BIRO UMUM","Pengadaan konsultan perecanaan cleaning service Gedung Blok H Komplek Balaikota","50000000","NA","NA","50000000"
"B","BIRO UMUM","Pengadaan konsultan perecanaan cleaning service Gedung Halaman dan Taman Komplek Balaikota","50000000","NA","NA","50000000"
"B","BIRO UMUM","Penggantian AC Standing lantai dasar gedung blok G","200000000","NA","NA","200000000"
"B","BIRO UMUM","Penggantian Komponen Lift (Mitsubishi)","0","200000000","NA","200000000"
"B","BIRO UMUM","Penggantian Proyektor Balai Agung","NA","200000000","NA","200000000"
"B","BIRO UMUM","Penggantian pompa air sumur tanah di rumah dinas pimpinan","25000000","NA","NA","25000000"
"B","BIRO UMUM","Penggantian reservoir air cooling tower gedung blok G","100000000","NA","NA","100000000"
"B","BIRO UMUM","Penggantian wire rope Lift Mitsubishi","195500000","NA","NA","195500000"
"B","BIRO UMUM","Penyediaan BBM Kendaraan Dinas Operasional Di Lingkungan Setdaprov DKI Jakarta","NA","50000000","NA","50000000"
"B","BIRO UMUM","Penyediaan Makan Minum Pengamanan Anggota Brimob di Kantor Wapres dan Balaikota ","500000000","NA","NA","500000000"
"B","BIRO UMUM","Penyediaan Makan Minum Pengamanan Anggota Brimob di Kantor Wapres dan Balaikota ","NA","1500000000","NA","1500000000"
"B","BIRO UMUM","Penyediaan Makan Minum Pengamanan Balaikota dan Rumah Dinas Pimpinan","500000000","NA","NA","500000000"
"B","BIRO UMUM","Penyediaan Makan Minum Pengamanan Balaikota dan Rumah Dinas Pimpinan","NA","2169890000","NA","2169890000"
"B","BIRO UMUM","Perawatan/Pemeliharaan Listrik dan Lampu Penerangan bulan Juli 2013 s.d bulan Desember 2013 Gedung Blok D, E, F, G dan halaman Kompleks Balaikota yang belum terbayarkan","NA","200000000","NA","200000000"
"B","BIRO UMUM","Perbaikan  ruangan STP Balaikota","70000000","NA","NA","70000000"
"B","BIRO UMUM","Perbaikan instalasi sound system gedung blok G dan sound system mobile Balaikota","100000000","NA","NA","100000000"
"B","BIRO UMUM","Perbaikan mesin genset gedung blok G","75000000","NA","NA","75000000"
"B","BIRO UMUM","Perbaikan mesin genset gedung blok G","75000000","NA","NA","75000000"
"B","BIRO UMUM","Service cooling tower dan chiller gedung blok  H Balaikota","100000000","NA","NA","100000000"
"B","BIRO UMUM","Service cooling tower dan chiller gedung blok  H Balaikota","100000000","NA","NA","100000000"
"B","BIRO UMUM","Sewa panggung rigging","200000000","NA","NA","200000000"
"B","BIRO UMUM","Sewa sound system","1000000000","NA","NA","1000000000"
"B","BIRO UMUM","Sosialisasi Penggunaan Label /Barcode dalam Rangka Pengelolaan Aset di Lingkungan Sekretariat Daerah Pemerintah Provinsi DKI Jakarta","NA","200000000","NA","200000000"
"B","BLKD Jakarta Selatan","Kios Touch Screen Informasi","NA","175000000","NA","175000000"
"B","BLKD Jakarta Selatan","Panegadaan Rak Besi","NA","900000000","NA","900000000"
"B","BLKD Jakarta Selatan","Pengadaan Alat Komunikasi","NA","200000000","NA","200000000"
"B","BLKD Jakarta Selatan","Pengadaan Alat Pembersih/Kebersihan","NA","100000000","NA","100000000"
"B","BLKD Jakarta Selatan","Pengadaan Amplifier","NA","200000000","NA","200000000"
"B","BLKD Jakarta Selatan","Pengadaan Box Penyimpanan Alat-Alat MTU","NA","150000000","NA","150000000"
"B","BLKD Jakarta Selatan","Pengadaan Filling Cabinet","NA","200000000","NA","200000000"
"B","BLKD Jakarta Selatan","Pengadaan Handycam","NA","100000000","NA","100000000"
"B","BLKD Jakarta Selatan","Pengadaan Infocus","NA","200000000","NA","200000000"
"B","BLKD Jakarta Selatan","Pengadaan Kipas Angin Double Blower","NA","100000000","NA","100000000"
"B","BLKD Jakarta Selatan","Pengadaan Kursi Besi Lipat","NA","200000000","NA","200000000"
"B","BLKD Jakarta Selatan","Pengadaan Lemari Arsip","NA","200000000","NA","200000000"
"B","BLKD Jakarta Selatan","Pengadaan Mesin Faximile/Telepon","NA","50000000","NA","50000000"
"B","BLKD Jakarta Selatan","Pengadaan Pakaian Instruktur","NA","75000000","NA","75000000"
"B","BLKD Jakarta Selatan","Pengadaan Pembuatan Website dan Jaringan","NA","500000000","NA","500000000"
"B","BLKD Jakarta Selatan","Pengadaan Peralatan MTU Tata Boga","NA","500000000","NA","500000000"
"B","BLKD Jakarta Selatan","Pengadaan Peralatan Pelatihan MTU 6 Kejuruan ","NA","NA","NA","NA"
"B","BLKD Jakarta Selatan","Pengadaan Peralatan Pelatihan Tata Busana","NA","1000000000","NA","1000000000"
"B","BLKD Jakarta Selatan","Pengadaan Peralatan Pelatihan Teknik Sepeda Motor","NA","1000000000","NA","1000000000"
"B","BLKD Jakarta Selatan","Pengadaan Peralatan Teknik Pendingin/AC (AC Sentral)","NA","NA","NA","NA"
"B","BLKD Jakarta Selatan","Pengadaan Sound System","NA","200000000","NA","200000000"
"B","BLKD Jakarta Selatan","Pengadaan Tabung Pemadam Kebakaran","NA","150000000","NA","150000000"
"B","BLKD Jakarta Selatan","Pengadaan White Board","NA","100000000","NA","100000000"
"B","BLKD Jakarta Selatan","Pengaspalan Halaman PPKD Jaksel","NA","200000000","NA","200000000"
"B","BLKD Jakarta Timur","Pelatihan MTU Kejuruan Tata Rias","NA","80000000","NA","80000000"
"B","BLKD Jakarta Timur","Pelatihan keterampilan Kerja Bahasa Jepang","NA","125000000","NA","125000000"
"B","BLKD Jakarta Timur","Pelatihan keterampilan Kerja Tata Busana","NA","125000000","NA","125000000"
"B","BLKD Jakarta Timur","Pelatihan keterampilan Kerja Tata Graha","NA","125000000","NA","125000000"
"B","BLKD Jakarta Timur","Pelatihan keterampilan Kerja Tata Rias","NA","125000000","NA","125000000"
"B","BLKD Jakarta Timur","Pelatihan keterampilan Kerja Teknik Elektronika","NA","125000000","NA","125000000"
"B","BLKD Jakarta Timur","Pelatihan keterampilan Kerja Teknik Pendingin","NA","125000000","NA","125000000"
"B","BLKD Jakarta Timur","Pengadaan Exhaust kejuruan las","NA","50000000","NA","50000000"
"B","BLKD Jakarta Timur","Perbaikan kamar mandi dan toilet di lingkungan PPKD Jakarta Timur","NA","100000000","NA","100000000"
"B","BLKPI Pasar Rebo","Fasilitas penyerapan hasil lulusan pelatihan kerja PPKPI","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Fasilitasi pelatihan kerja bagi pekerja pada perusahaan","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pelatihan MTU Kejuruan Las","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pelatihan MTU Kejuruan Sepeda motor","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pembuatan penangkal petir gedung utama dan elektronika","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pemeliharaan lapangan upacara PPKPI","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pemeliharaan peralatan pelatihan","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pemeliharaan peralatan pelatihan teknologi mekanik","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan Hordeng Ruang Pelatihan","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan Mesin bubut CNC","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan Peralatan Pelatihan Las","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan Peralatan Perhotelan","450000000","NA","NA","450000000"
"B","BLKPI Pasar Rebo","Pengadaan lemari besi 4 rak","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan peralatan pelatihan Automotive Roda-4","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan peralatan pelatihan Teknik Elektronika Industri","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan peralatan pelatihan Teknik pendingin (AC central, cold storage, trainer AC Central)","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan peralatan pelatihan konstruksi bangunan","250000000","NA","NA","250000000"
"B","BLKPI Pasar Rebo","Pengadaan peralatan pelatihan sepeda motor","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Pengadaan tralis","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Penyebarluasan program pelatiha kerja pada masyarakat melalui karang taruna dan kecamatan","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Penyediaan ruang perpustakaan","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Penyusunan kebutuhan pelatihan kerja bagi dunia industri","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Penyusunan pengembangan kurikulum pelatihan kerja","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Peralatan standar CNC","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Perbaikan gedung teknik Informatika","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Perbaikan lantai gedung otomotif","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Rehab Ringan Gedung pelatihan Teknik Pendingin","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Rehab ringan plafon bengkel bangunan","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Resapan air ","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Sosialisasi program pelatihan PPKPI se SMk di wilayah jakarta timur","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Temu konsultan dan pelatihan  dengan perusahaan (pengguna tenaga kerja)","NA","NA","NA","NA"
"B","BLKPI Pasar Rebo","Turab saluran air","NA","NA","NA","NA"
"B","BLUD Taman Margasatwa Ragunan","Pengadaan Makanan Binatang/Satwa TMR (21 Desember -31 Desember Multiyears)","559500000","NA","NA","559500000"
"B","BLUD Taman Margasatwa Ragunan","Pengadaan Makanan Binatang/Satwa TMR (21 Desember -31 Desember Multiyears)","NA","100000000","NA","100000000"
"B","BLUD Taman Margasatwa Ragunan","Perencanaan Pembangunan Kawasan Danau TMR","NA","80000000","NA","80000000"
"B","BLUD Taman Margasatwa Ragunan","Perencanaan Pembangunan Pagar keliling TMR","NA","120000000","NA","120000000"
"B","BLUD Taman Margasatwa Ragunan","Perencanaan Pembangunan Toilet TMR","NA","90000000","NA","90000000"
"B","BLUD Taman Margasatwa Ragunan","Perencanaan Pembuatan Canopy Pengunjung TMR","NA","90000000","NA","90000000"
"B","BLUD Taman Margasatwa Ragunan","Perencanaan Perbaikan Jalan lingkungan TMR","NA","120000000","NA","120000000"
"B","BLUD Taman Margasatwa Ragunan","Perencanaan Rehab Wahana Peragaan Satwa TMR","NA","80000000","NA","80000000"
"B","BLUD Taman Margasatwa Ragunan","Perencanaan Rehabilitasi Sarana dan Prasarana Pusat Primata Schmutzer TMR","NA","130000000","NA","130000000"
"B","Balai Konservasi","Jasa Operator Komputer dan Alat laboratorium","NA","50000000","NA","50000000"
"B","Balai Konservasi","Pembuatan Buku Pedoman Konservasi Kertas","NA","100000000","NA","100000000"
"B","Balai Konservasi","Pengadaan Kertas Bebas Asam","100000000","NA","NA","100000000"
"B","Balai Konservasi","Pengadaan Pakaian Kerja Pegawai Balai Konservasi","NA","150000000","NA","150000000"
"B","Balai Konservasi","Pengadaan Sistem Informasi Manajemen Konservasi","NA","100000000","NA","100000000"
"B","Balai Konservasi","Perbaikan dan Pemeliharaan Taman Balai Konservasi","NA","100000000","NA","100000000"
"B","Balai Konservasi","Perencanaan Storage dan Ruang Kantor","50000000","NA","NA","50000000"
"B","Balai Latihan Kesenian Jakbar","Pergelaran Hasil Pelatihan Kesenian Terpilih di Ruang Publik","NA","250000000","NA","250000000"
"B","Balai Latihan Kesenian Jakbar","Pergelaran Peningkatan Mutu Hasil Pelatihan Kesenian di Anjungan DKI Jakarta TMII","NA","200000000","NA","200000000"
"B","Balai Latihan Kesenian Jakbar","Pergelaran Peningkatan Mutu Hasil Pelatihan Kesenian di Perkampungan Budaya Betawi","NA","250000000","NA","250000000"
"B","Balai Latihan Kesenian Jakpus","Pelatihan Gambang Kromong Tingkat Dasar bagi Lembaga Kemasyarakatan","NA","130000000","NA","130000000"
"B","Balai Latihan Kesenian Jakpus","Pelatihan Kesenian Tingkat Madya Bagi Guru Sekolah Dasar Tahun 2014","120000000","NA","NA","120000000"
"B","Balai Latihan Kesenian Jakpus","Pelatihan Seni Musik Arumbna Tk Dasar bagi Pelaku Seni","NA","130000000","NA","130000000"
"B","Balai Latihan Kesenian Jakpus","Pelatihan Seni Musik Samrah Tk Madya bagi Pelaku Seni","NA","130000000","NA","130000000"
"B","Balai Latihan Kesenian Jakpus","Pembuatan Rak Penyimpan Alat Musik","NA","180000000","NA","180000000"
"B","Balai Latihan Kesenian Jakpus","Pemeliharaan alat pemadam kebakaran","NA","30000000","NA","30000000"
"B","Balai Latihan Kesenian Jakpus","Pengadaan AC Split","200000000","NA","NA","200000000"
"B","Balai Latihan Kesenian Jakpus","Pengadaan Camera CCTV","NA","200000000","NA","200000000"
"B","Balai Latihan Kesenian Jakpus","Pengadaan Handy Talky","NA","35000000","NA","35000000"
"B","Balai Latihan Kesenian Jakpus","Pengadaan Kursi Futura","NA","75000000","NA","75000000"
"B","Balai Latihan Kesenian Jakpus","Perawatan Gedung","NA","150000000","NA","150000000"
"B","Balai Latihan Kesenian Jakpus","Perawatan Gedung (3 lantai)","150000000","NA","NA","150000000"
"B","Balai Latihan Kesenian Jakpus","Pergelaran Evaluasi Hasil Pelatihan Seni Musik","NA","150000000","NA","150000000"
"B","Balai Latihan Kesenian Jakpus","Pergelaran kesenian di dalam daerah","NA","500000000","NA","500000000"
"B","Balai Latihan Kesenian Jakpus","Workshop dan pelatihan seni bagi komunitas di Jakarta Pusat","NA","450000000","NA","450000000"
"B","Balai Latihan Kesenian Jakpus","pergelaran Hasil Pelatihan di Ruang Publik","NA","150000000","NA","150000000"
"B","Balai Latihan Kesenian Jaktim","Pelatihan Tari Bagi Guru","NA","120000000","NA","120000000"
"B","Balai Latihan Kesenian Jaktim","Pelatihan Tata Rias","NA","150000000","NA","150000000"
"B","Balai Latihan Kesenian Jaktim","Pemeliharaan Layar panggung","NA","100000000","NA","100000000"
